"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"Paya Lebar",2020,1,25,"0",NA,NA,NA,"28.4","33.3","25.2","13.3","31.3"
"Paya Lebar",2020,1,26,"0",NA,NA,NA,"28.8","34.3","25.7","13","29.5"
"Paya Lebar",2020,1,27,"18.3",NA,NA,NA,"28.3","32.4","25.7","9.4","24.1"
"Paya Lebar",2020,1,28,"0",NA,NA,NA,"29.2","34.2","26","9.7","40.7"
"Paya Lebar",2020,1,29,"63.1",NA,NA,NA,"27","31.8","24","10.1","33.5"
"Paya Lebar",2020,1,30,"0",NA,NA,NA,"27.7","32.4","24","11.2","31.3"
"Paya Lebar",2020,1,31,"0",NA,NA,NA,"28.7","32.7","26","15.5","37.1"
"Macritchie Reservoir",2020,1,1,"0","0","0","0",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,2,"0","0","0","0",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,3,"0.2","0.2","0.2","0.2",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,4,"4.6","2.4","2.4","2.6",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,5,"0","0","0","0",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,6,"13.2","7.8","9.2","11.4",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,7,"1.8","1","1.4","1.4",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,8,"0","0","0","0",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,9,"2.6","2.6","2.6","2.6",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,10,"4.4","3.8","4.4","4.4",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,11,"0","0","0","0",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,12,"12","11.4","11.6","11.8",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,13,"0","0","0","0",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,14,"0","0","0","0",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,15,"0.2","0.2","0.2","0.2",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,16,"1.2","1.2","1.2","1.2",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,17,"0","0","0","0",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,18,"7","6.2","7","7",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,19,"0","0","0","0",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,20,"0","0","0","0",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,21,"14.4","6","7.6","12.2",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,22,"0","0","0","0",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,23,"0","0","0","0",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,24,"0","0","0","0",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,25,"0","0","0","0",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,26,"0","0","0","0",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,27,"4.2","2.6","3","4.2",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,28,"0.4","0.4","0.4","0.4",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,29,"37","12.8","20.8","27.2",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,30,"0","0","0","0",NA,NA,NA,NA,NA
"Macritchie Reservoir",2020,1,31,"0","0","0","0",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,1,"0","0","0","0",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,2,"0","0","0","0",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,3,"0.2","0.2","0.2","0.2",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,4,"1.6","0.8","0.8","1.4",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,5,"0","0","0","0",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,6,"9.8","5.6","7","8",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,7,"2.4","1","1.6","2",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,8,"0","0","0","0",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,9,"0.2","0.2","0.2","0.2",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,10,"1.8","1.8","1.8","1.8",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,11,"0","0","0","0",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,12,"15.8","13.6","13.6","13.6",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,13,"0.2","0.2","0.2","0.2",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,14,"0","0","0","0",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,15,"0","0","0","0",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,16,"8.6","8.4","8.6","8.6",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,17,"0","0","0","0",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,18,"0.6","0.4","0.4","0.4",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,19,"0","0","0","0",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,20,"0","0","0","0",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,21,"6","2","3.4","4.8",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,22,"0","0","0","0",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,23,"0","0","0","0",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,24,"0","0","0","0",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,25,"0","0","0","0",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,26,"0","0","0","0",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,27,"35","29.6","31.4","35",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,28,"0","0","0","0",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,29,"43.6","20.2","32.4","35.6",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,30,"0","0","0","0",NA,NA,NA,NA,NA
"Lower Peirce Reservoir",2020,1,31,"0","0","0","0",NA,NA,NA,NA,NA
"Semakau Island",2020,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semakau Island",2020,1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty",2020,1,1,"0","0","0","0","27.5","31.1","25.4","22","56.5"
"Admiralty",2020,1,2,"0","0","0","0","27.4","30.3","25","20.2","57.6"
"Admiralty",2020,1,3,"0.2","0.2","0.2","0.2","27.5","30.4","25.7","22.7","52.2"
"Admiralty",2020,1,4,"7","6.2","6.8","7","26.7","30.3","25.2","20.9","58.7"
"Admiralty",2020,1,5,"0","0","0","0","27.6","31.6","25.1","22.3","45.4"
"Admiralty",2020,1,6,"4.8","1.6","2.8","3.8","26","30.7","23.8","18","51.5"
"Admiralty",2020,1,7,"2","0.8","1.4","1.8","25.9","29.6","23.3","18.7","54.7"
"Admiralty",2020,1,8,"1.2","1.2","1.2","1.2","27.2","30.8","25","20.9","50"
"Admiralty",2020,1,9,"0","0","0","0","27.5","31.3","25.6","22.3","52.2"
"Admiralty",2020,1,10,"0.4","0.4","0.4","0.4","26.9","30.3","25.1","16.2","43.9"
"Admiralty",2020,1,11,"0","0","0","0","27.3","30.1","25.1","15.1","35.6"
"Admiralty",2020,1,12,"0","0","0","0","27.7","32.4","25.1","15.1","38.5"
"Admiralty",2020,1,13,"0","0","0","0","27.2","31.7","24.3","19.1","43.6"
"Admiralty",2020,1,14,"0","0","0","0","27.2","31.8","24.6","20.9","45"
"Admiralty",2020,1,15,"1","1","1","1","27.2","30.5","25.2","19.8","49"
"Admiralty",2020,1,16,"0.2","0.2","0.2","0.2","27.5","31.6","25.9","17.3","38.9"
"Admiralty",2020,1,17,"0","0","0","0","27.8","32.4","24.8","19.8","42.8"
"Admiralty",2020,1,18,"0.2","0.2","0.2","0.2","27.7","32.1","25.4","19.1","43.9"
"Admiralty",2020,1,19,"0","0","0","0","28","32.6","25.6","22","47.9"
"Admiralty",2020,1,20,"0","0","0","0","27.6","31.5","25.8","22","55.1"
"Admiralty",2020,1,21,"24.6","10.6","12.6","13.8","25.9","27.6","24.1","19.4","50"
"Admiralty",2020,1,22,"0","0","0","0","27.6","31.6","25","23","49.7"
"Admiralty",2020,1,23,"0","0","0","0","27.7","31.9","25.2","19.8","46.1"
"Admiralty",2020,1,24,"0","0","0","0","27.6","31.3","25","21.2","47.5"
"Admiralty",2020,1,25,"0","0","0","0","27.6","32.7","24.4","19.4","41"
"Admiralty",2020,1,26,"0","0","0","0","28.1","33.7","24.8","17.3","41"
"Admiralty",2020,1,27,"39.8","22.2","33.6","39","27.4","33.3","23.8","16.2","35.3"
"Admiralty",2020,1,28,"0","0","0","0","28.2","33","25.7","16.9","38.9"
"Admiralty",2020,1,29,"54.2","22.4","25.4","26","26","29.3","23.3","12.6","52.2"
"Admiralty",2020,1,30,"0","0","0","0","26.9","31.8","23.4","17.6","44.6"
"Admiralty",2020,1,31,"0","0","0","0","27.9","31.9","25.7","22.3","52.2"
"Admiralty West",2020,1,1,"0","0","0","0",NA,NA,NA,NA,NA
"Admiralty West",2020,1,2,"0","0","0","0",NA,NA,NA,NA,NA
"Admiralty West",2020,1,3,"0","0","0","0",NA,NA,NA,NA,NA
"Admiralty West",2020,1,4,"7.4","6.2","6.8","7",NA,NA,NA,NA,NA
"Admiralty West",2020,1,5,"0","0","0","0",NA,NA,NA,NA,NA
"Admiralty West",2020,1,6,"7","3.2","4.4","4.6",NA,NA,NA,NA,NA
"Admiralty West",2020,1,7,"2.4","1","1.8","2.2",NA,NA,NA,NA,NA
"Admiralty West",2020,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty West",2020,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty West",2020,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty West",2020,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty West",2020,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty West",2020,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty West",2020,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty West",2020,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty West",2020,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty West",2020,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty West",2020,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty West",2020,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty West",2020,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty West",2020,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty West",2020,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty West",2020,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty West",2020,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty West",2020,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty West",2020,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty West",2020,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty West",2020,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty West",2020,1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty West",2020,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Admiralty West",2020,1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulau Ubin",2020,1,1,"0","0","0","0","27.6","31.3","25","7.6","31"
"Pulau Ubin",2020,1,2,"0","0","0","0","27.4","30.6","24.8","6.8","30.6"
"Pulau Ubin",2020,1,3,"0","0","0","0","27.6","31.6","24.8","7.2","31.7"
"Pulau Ubin",2020,1,4,"0","0","0","0","27.3","31.2","25.4","9","33.1"
"Pulau Ubin",2020,1,5,"0","0","0","0","27.4","32.2","24.8","8.3","27.7"
"Pulau Ubin",2020,1,6,"7","2.8","2.8","2.8","26.1","32","23.9","6.8","32.8"
"Pulau Ubin",2020,1,7,"4.2","1.4","1.8","3.2","25.9","29.6","23.6","7.6","28.8"
"Pulau Ubin",2020,1,8,"0.2","0.2","0.2","0.2","27.4","31.7","24.6","8.3","29.9"
"Pulau Ubin",2020,1,9,"0","0","0","0","27.6","31.6","25.6","7.9","30.6"
"Pulau Ubin",2020,1,10,"5.2","5","5.2","5.2","26.7","30.6","23.5","5","33.5"
"Pulau Ubin",2020,1,11,"0","0","0","0","27.1","30.7","24.5","5","20.9"
"Pulau Ubin",2020,1,12,"0","0","0","0","27.5","32.7","24.5","5.8","22.3"
"Pulau Ubin",2020,1,13,"0","0","0","0","27.1","32.3","24","6.8","24.8"
"Pulau Ubin",2020,1,14,"0","0","0","0","27.1","31.7","23.9","6.8","27"
"Pulau Ubin",2020,1,15,"0","0","0","0","27.6","32","25","7.2","25.2"
"Pulau Ubin",2020,1,16,"0","0","0","0","27.8","32","25.8","6.8","24.1"
"Pulau Ubin",2020,1,17,"0","0","0","0","27.8","32.7","24.4","7.2","27"
"Pulau Ubin",2020,1,18,"0","0","0","0","27.8","32.2","25","6.8","26.6"
"Pulau Ubin",2020,1,19,"0","0","0","0","28.1","32.3","25","7.2","26.3"
"Pulau Ubin",2020,1,20,"0","0","0","0","28.1","32.9","26.2","7.9","25.9"
"Pulau Ubin",2020,1,21,"54","19.4","21.2","33.2","26.1","27.9","24","6.5","26.3"
"Pulau Ubin",2020,1,22,"0","0","0","0","27.9","31.9","25.3","8.3","28.8"
"Pulau Ubin",2020,1,23,"0","0","0","0","27.9","31.7","24.9","7.2","26.3"
"Pulau Ubin",2020,1,24,"0","0","0","0","27.5","31.5","24.4","7.6","29.5"
"Pulau Ubin",2020,1,25,"0","0","0","0","27.2","32.2","23.8","6.1","22.7"
"Pulau Ubin",2020,1,26,"0","0","0","0","27.5","32.4","24.2","5.8","22.3"
"Pulau Ubin",2020,1,27,"48.2","24","38.4","47.2","27","31.3","24.9","4.7","17.6"
"Pulau Ubin",2020,1,28,"0","0","0","0","27.9","33.1","24.5","4.7","21.6"
"Pulau Ubin",2020,1,29,"14.6","10.2","10.8","12","26.4","30.6","23.5","4.7","25.9"
"Pulau Ubin",2020,1,30,"0.2","0.2","0.2","0.2","26.7","30.7","23.2","5.4","22.7"
"Pulau Ubin",2020,1,31,"0","0","0","0","27.8","31.5","25.1","7.2","31"
"East Coast Parkway",2020,1,1,"0","0","0","0","28","30.5","26.3","16.9","58"
"East Coast Parkway",2020,1,2,"0","0","0","0","27.8","29.8","26.3","15.1","53.3"
"East Coast Parkway",2020,1,3,"0.2","0.2","0.2","0.2","28.1","30.7","26.6","16.2","60.5"
"East Coast Parkway",2020,1,4,"0","0","0","0","27.8","30","26.2","16.9","59.8"
"East Coast Parkway",2020,1,5,"0","0","0","0","27.8","30.6","25.8","18.7","61.6"
"East Coast Parkway",2020,1,6,"15","6.4","6.6","8.2","26.6","30.5","24.6","12.2","65.2"
"East Coast Parkway",2020,1,7,"3.6","0.8","1.2","2.4","26.4","29.3","24.2","13","65.2"
"East Coast Parkway",2020,1,8,"0","0","0","0","27.8","30.5","25.8","16.9","67.3"
"East Coast Parkway",2020,1,9,"0","0","0","0","27.9","30.6","26.5","16.9","63.7"
"East Coast Parkway",2020,1,10,"4","4","4","4","27.4","29.7","24.6","11.9","49.3"
"East Coast Parkway",2020,1,11,"0","0","0","0","27.8","30.4","25.9","11.2","44.3"
"East Coast Parkway",2020,1,12,"1","1","1","1","27.6","31.2","25.9","11.5","43.2"
"East Coast Parkway",2020,1,13,"0","0","0","0","27.5","30.6","25.4","15.5","58.7"
"East Coast Parkway",2020,1,14,"0","0","0","0","27.5","30.4","25.7","15.1","52.2"
"East Coast Parkway",2020,1,15,"0","0","0","0","27.9","30.4","26.4","15.8","52.9"
"East Coast Parkway",2020,1,16,"0","0","0","0","28","30.6","26.5","13.7","46.8"
"East Coast Parkway",2020,1,17,"0","0","0","0","28","31.3","25.9","15.5","53.3"
"East Coast Parkway",2020,1,18,"0","0","0","0","28.2","31.6","26.3","15.5","52.2"
"East Coast Parkway",2020,1,19,"0","0","0","0","28.4","30.9","26.7","14.4","46.8"
"East Coast Parkway",2020,1,20,"0","0","0","0","28.3","31.1","27","16.2","47.9"
"East Coast Parkway",2020,1,21,"14.6","8.8","9.2","9.2","26.8","28.1","24.5","14.8","51.5"
"East Coast Parkway",2020,1,22,"0","0","0","0","28.2","30.8","26.4","17.3","54.7"
"East Coast Parkway",2020,1,23,"0","0","0","0","28.1","31.2","26.3","17.3","64.1"
"East Coast Parkway",2020,1,24,"0","0","0","0","27.8","30.6","26.1","18","58.7"
"East Coast Parkway",2020,1,25,"0","0","0","0","27.9","31.2","25.7","13.3","44.6"
"East Coast Parkway",2020,1,26,"0","0","0","0","28","31.7","25.9","12.6","40"
"East Coast Parkway",2020,1,27,"17.6","7.8","14.8","17.6","27.8","30.9","26.1","11.2","32.8"
"East Coast Parkway",2020,1,28,"0.2","0.2","0.2","0.2","28.1","30.5","26.3","13","33.5"
"East Coast Parkway",2020,1,29,"17.2","8","14.4","16.4","27","30.4","24.5","10.1","39.6"
"East Coast Parkway",2020,1,30,"0","0","0","0","27.4","30.1","24.7","11.2","46.8"
"East Coast Parkway",2020,1,31,"0","0","0","0","28.3","31","26.8","13.7","49.7"
"Marina Barrage",2020,1,1,"0","0","0","0",NA,NA,NA,"14.4","40"
"Marina Barrage",2020,1,2,"0","0","0","0","28.2","30.4","26.6","11.9","35.3"
"Marina Barrage",2020,1,3,"0","0","0","0",NA,NA,NA,"14","40.7"
"Marina Barrage",2020,1,4,"0.8","0.6","0.8","0.8",NA,NA,NA,"13","44.6"
"Marina Barrage",2020,1,5,"0","0","0","0",NA,NA,NA,"13.7","38.2"
"Marina Barrage",2020,1,6,"9.8","7.2","8.6","9.4",NA,"32.4","24.6","11.2","42.5"
"Marina Barrage",2020,1,7,"3","1.2","1.2","1.6","26.8","30.6","24.1","11.9","38.9"
"Marina Barrage",2020,1,8,"0","0","0","0","28.2","31.4","26","13","38.9"
"Marina Barrage",2020,1,9,"0","0","0","0","28.4","31.6","26.6","13.3","37.8"
"Marina Barrage",2020,1,10,"1.2","0.6","0.6","1","27.6","31.2","26","9","32.8"
"Marina Barrage",2020,1,11,"0","0","0","0","28.3","31.4","25.7","7.6","23.4"
"Marina Barrage",2020,1,12,"6.2","4.2","4.8","5.4","27.7","32.3","25.2","6.8","23"
"Marina Barrage",2020,1,13,"0","0","0","0","27.8","31.8","25.3","10.4","31.7"
"Marina Barrage",2020,1,14,"0","0","0","0","28","32.1","25.6","11.9","33.5"
"Marina Barrage",2020,1,15,"0","0","0","0","28.1","31.4","26.3","11.9","31"
"Marina Barrage",2020,1,16,"0","0","0","0","28.3","32.6","26.9","10.1","29.2"
"Marina Barrage",2020,1,17,"0","0","0","0","28.5","32.8","26","11.5","31"
"Marina Barrage",2020,1,18,"0","0","0","0","28.4","32.6","26.5","9.7","31"
"Marina Barrage",2020,1,19,"0","0","0","0",NA,NA,NA,"9.4","20.9"
"Marina Barrage",2020,1,20,"0","0","0","0",NA,NA,NA,"12.2","36.7"
"Marina Barrage",2020,1,21,"13.2","6","6.8","7.2","26.7","28","24.7","11.5","39.6"
"Marina Barrage",2020,1,22,"0","0","0","0",NA,NA,NA,"11.9","28.8"
"Marina Barrage",2020,1,23,"0","0","0","0",NA,NA,NA,"13.3","33.1"
"Marina Barrage",2020,1,24,"0","0","0","0","28.2","31.9","26.3","13","37.1"
"Marina Barrage",2020,1,25,"0","0","0","0","28.4","32.7","25.6","10.4","28.1"
"Marina Barrage",2020,1,26,"0","0","0","0","28.7","32.6","26.3","8.3","27.4"
"Marina Barrage",2020,1,27,"4.2","2.8","3.4","3.8","28.1","32.7","26.6","6.8","19.8"
"Marina Barrage",2020,1,28,"0.2","0.2","0.2","0.2","28.9","32.6","26.6","7.2","24.8"
"Marina Barrage",2020,1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marina Barrage",2020,1,30,"0","0","0","0",NA,NA,NA,"11.5","30.6"
"Marina Barrage",2020,1,31,"0","0","0","0","28.6","31.6","26.7","11.9","36.7"
"Ang Mo Kio",2020,1,1,"0","0","0","0","27.6","31.1","25.4","17.6","47.2"
"Ang Mo Kio",2020,1,2,"0","0","0","0","27.4","30.3","25.4","17.3","44.3"
"Ang Mo Kio",2020,1,3,"0.2","0.2","0.2","0.2","27.5","30.9","25.7","18.4","40"
"Ang Mo Kio",2020,1,4,"1.4","0.8","0.8","0.8","27","29.8","25.3","18","47.9"
"Ang Mo Kio",2020,1,5,"0","0","0","0","27.5","32","24.7","17.6","37.8"
"Ang Mo Kio",2020,1,6,"19.4","15.6","17.6","18","26.3","31.3","23.8","14.8","45.7"
"Ang Mo Kio",2020,1,7,"2.8","1","1.4","1.8","25.9","29.5","23.6","16.2","39.2"
"Ang Mo Kio",2020,1,8,"0.5","0.5","0.5","0.5","27.4","31","25.1","18.7","43.2"
"Ang Mo Kio",2020,1,9,"2.4","2.2","2.2","2.2","27.4","31.1","25.3","18.4","46.4"
"Ang Mo Kio",2020,1,10,"0","0","0","0","27","30.2","25.2","16.2","37.1"
"Ang Mo Kio",2020,1,11,"0","0","0","0","27.4","30.7","25.4","15.1","33.8"
"Ang Mo Kio",2020,1,12,"2","1.2","1.8","1.8","27.4","32.6","24.9","15.8","31.7"
"Ang Mo Kio",2020,1,13,"0","0","0","0","27.1","31.8","24.2","18","36.7"
"Ang Mo Kio",2020,1,14,"0","0","0","0","27.2","31.5","24.7","18","39.6"
"Ang Mo Kio",2020,1,15,"0","0","0","0","27.3","30.9","25.1","18","36.4"
"Ang Mo Kio",2020,1,16,"0","0","0","0","27.6","31.1","25.9","17.6","39.2"
"Ang Mo Kio",2020,1,17,"0","0","0","0","27.8","32.2","24.9","17.6","38.2"
"Ang Mo Kio",2020,1,18,"0.2","0.2","0.2","0.2","27.6","32.2","25.2","18.4","37.8"
"Ang Mo Kio",2020,1,19,"0","0","0","0","28.1","32.6","25.4","18.7","43.9"
"Ang Mo Kio",2020,1,20,"0","0","0","0","27.9","32.1","26","19.1","40"
"Ang Mo Kio",2020,1,21,"7.8","3.2","3.8","5.6","26","27.4","24.7","17.6","42.8"
